RMSE,MAE,MAPE,R2,NLL,CRPS,PICP,MPIW,IS,model,fold,seed,train_time_s,infer_time_ms,config_hash
63.44623727132512,53.55040815671285,87.5115413637593,-2.3547538222565048,2519.0984001801253,53.04793060924582,0.025,3.5260000228881836,2075.82373440663,LSTM_seq5,B0005,42,2.34,439.46,e2cca77e
62.929134875544506,52.99639298518499,87.07045039373261,-2.3002925338019073,2188.958052069257,52.45904752449818,0.025,3.789167881011963,2049.10208684206,LSTM_seq5,B0005,43,2.6,436.17,e2cca77e
54.24176548958339,45.615494177891655,86.35373892155324,-2.2645427167012033,1857.6823470953734,45.11977076517546,0.038461538461538464,3.507774829864502,1759.249313716705,LSTM_seq5,B0006,42,2.42,423.11,e2cca77e
53.69579632258541,45.04821274372247,85.90482382128847,-2.199155109810348,1555.0126460462566,44.507324031473814,0.038461538461538464,3.8210158348083496,1730.6741797832342,LSTM_seq5,B0006,43,2.51,426.69,e2cca77e
88.32084457391805,75.0228014548132,89.69297171336471,-2.52329339939033,4983.443912573805,74.51963219659956,0.018404907975460124,3.5242881774902344,2934.541987676562,LSTM_seq5,B0007,42,2.29,664.42,e2cca77e
87.78743128282996,74.44213672357102,89.26595949832003,-2.480864088183194,4225.281609004588,73.89834025632153,0.03067484662576687,3.824873924255371,2906.004563776262,LSTM_seq5,B0007,43,2.42,553.03,e2cca77e
47.33948760016801,39.68802431355352,85.5334865742318,-2.1776350035398244,1400.468980610153,39.18722890197749,0.03260869565217391,3.522958278656006,1521.7078337669373,LSTM_seq5,B0018,42,2.48,424.83,e2cca77e
46.74426557651,39.07956319788228,85.23766412402387,-2.0982295133460447,1189.1311672519557,38.54037608775711,0.043478260869565216,3.8113040924072266,1492.3978505756545,LSTM_seq5,B0018,43,2.49,419.85,e2cca77e
60.62796724692065,51.1233584113743,86.96974771212604,-2.33552669010316,2289.634600763823,50.62359833608113,0.034782608695652174,3.524292230606079,1979.0425671245741,LSTM_seq10,B0005,42,3.64,711.4,77d866d5
60.1671883666715,50.643536285732104,86.87475712537808,-2.2850186533126413,2000.1398464190577,50.108392839271374,0.02608695652173913,3.789332866668701,1955.1534029504528,LSTM_seq10,B0005,43,3.61,574.76,77d866d5
51.53396533878674,43.31867964099152,85.84844328497807,-2.2519382655582936,1668.9834235423339,42.82103910039943,0.030303030303030304,3.5225837230682373,1667.160490594729,LSTM_seq10,B0006,42,3.44,747.1,77d866d5
51.01139044641142,42.78142122788863,86.0974049006606,-2.1863207615627362,1407.995322125183,42.23806113993024,0.04040404040404041,3.8279757499694824,1639.805280661342,LSTM_seq10,B0006,43,3.63,720.91,77d866d5
85.41864518698131,72.50607075570505,89.2596831481406,-2.5074365800165386,4563.839108452708,72.00122693882771,0.02531645569620253,3.5521559715270996,2833.636126693291,LSTM_seq10,B0007,42,3.27,786.03,77d866d5
85.02774270630071,72.08894516244719,89.2142091039259,-2.4754077777809758,3999.8780159516346,71.54812152042749,0.02531645569620253,3.808699607849121,2812.2280952115602,LSTM_seq10,B0007,43,3.45,786.94,77d866d5
44.49528927024512,37.24489481695767,85.03241109229691,-2.1392665442538954,1227.9548957424036,36.74462317472937,0.022988505747126436,3.5465831756591797,1423.592353124728,LSTM_seq10,B0018,42,3.39,743.97,77d866d5
