RMSE,MAE,MAPE,R2,NLL,CRPS,PICP,MPIW,IS,model,fold,seed,train_time_s,infer_time_ms,config_hash
39.8081072164118,33.23071971724305,84.32570801718995,-2.047471923371802,858.2881793051145,32.69160370268251,0.05063291139240506,3.8435544967651367,1258.360748749745,LSTM_h64,B0006,43,7.78,1549.54,268ac103
74.59474285859666,63.32526017963023,89.05063312600807,-2.5064069708387273,3979.0462932553414,62.85485157387817,0.028985507246376812,3.2989563941955566,2471.1098893034286,LSTM_h64,B0007,42,7.13,1214.76,268ac103
73.59479409516827,62.24929460235264,88.43370997249448,-2.413029701986167,2940.4481934179757,61.704835317708294,0.028985507246376812,3.838303804397583,2418.2577928460164,LSTM_h64,B0007,43,7.43,1229.91,268ac103
33.16274273605466,27.58721948737529,83.28832970443986,-1.9405548282827434,691.9453989536644,27.090949641798115,0.04477611940298507,3.52892804145813,1038.033971786499,LSTM_h64,B0018,42,7.5,1505.33,268ac103
32.583064776109694,27.022511418186017,83.43315772721583,-1.8386527010806426,578.4413647001727,26.486270282944382,0.04477611940298507,3.821519136428833,1010.2632829751541,LSTM_h64,B0018,43,7.76,1521.62,268ac103
49.91424509945908,42.058358674300344,86.37175544867128,-2.313074287033078,1189.9469847372354,41.48292276805904,0.042105263157894736,4.090430736541748,1606.613783986945,LSTM_h128,B0005,42,18.44,1627.24,6097bb7c
45.59670324024209,37.703908799823964,86.93035021571835,-1.7647065776312547,403.8387641959864,36.81122273031882,0.06315789473684211,6.406373500823975,1390.571942630567,LSTM_h128,B0005,43,25.4,1622.3,6097bb7c
40.7112131527167,34.15122903751421,84.79406767167063,-2.187313223780641,798.3438995819463,33.573797303215535,0.05063291139240506,4.094217300415039,1290.0233103233047,LSTM_h128,B0006,42,18.31,1944.83,6097bb7c
36.84865620679327,30.355329163466827,86.59487872872084,-1.6111989697047004,273.28530914332055,29.471714807480346,0.0759493670886076,6.363325595855713,1098.4643307939361,LSTM_h128,B0006,43,26.89,1952.89,6097bb7c
74.71619531211654,63.44399080069169,88.99081200312237,-2.5178342752202987,2646.4788123349467,62.861153852850386,0.028985507246376812,4.098272800445557,2460.9838553684344,LSTM_h128,B0007,42,13.67,1992.96,6097bb7c
70.78147358299316,59.28342271196669,88.13957229254385,-2.1570763026287607,1014.0099356992565,58.40368712307289,0.043478260869565216,6.256856441497803,2255.3816753746805,LSTM_h128,B0007,43,23.7,2309.39,6097bb7c
33.7946239821923,28.209683959163836,83.11049722387827,-2.0536807756624786,555.4140738645558,27.631297037649365,0.05970149253731343,4.1484527587890625,1052.3967504786021,LSTM_h128,B0018,42,18.31,1827.12,6097bb7c
29.720524926511114,24.320852137323637,86.70607028728989,-1.3617903794314663,178.70904986784146,23.448483037066904,0.1044776119402985,6.346047401428223,858.4563202573293,LSTM_h128,B0018,43,27.78,1843.07,6097bb7c
