RMSE,MAE,MAPE,R2,NLL,CRPS,PICP,MPIW,IS,model,fold,seed,train_time_s,infer_time_ms,config_hash
34.854433863690964,29.29428033686396,84.09155654995298,-2.2482127271615173,1709.109524745471,28.958180461994264,0.04477611940298507,2.38867449760437,1127.4090630011772,Transformer,B0018,43,4.98,819.07,61611c34
34.48651566020315,28.92788890582412,83.87432833498984,-2.179999364656249,1322.6432445385649,28.548331668822364,0.029850746268656716,2.6770377159118652,1107.2355749180067,Transformer,B0018,44,5.81,979.63,61611c34
38.65581673996806,32.8689441550791,237.76186767183933,-0.14767447606297623,5.420449004328328,26.038606704385543,1.0,315.18217144146,315.18217144146,PINN,B0005,42,0.54,95.17,bf8179ad
36.58683957672688,31.647914896055955,210.77983510331734,-0.028108164526227553,5.285137642571672,23.55420551769805,1.0,264.9636441248992,264.9636441248992,PINN,B0005,43,0.45,98.59,bf8179ad
38.63919913009384,33.202077178137785,229.18670753459259,-0.14668794885948122,5.24101753247265,23.72174312537978,1.0,239.29318685546625,239.29318685546625,PINN,B0005,44,0.44,96.42,bf8179ad
36.41084451071104,30.921990136894667,240.56445912011912,-0.3391410080638144,5.401484606964233,25.216404092956058,1.0,311.275389568011,311.275389568011,PINN,B0006,42,0.43,99.01,bf8179ad
35.49898788278794,29.322303235196234,242.5770898017451,-0.27290721283063113,5.2837725719725155,23.149038012466153,1.0,269.1062241041713,269.1062241041713,PINN,B0006,43,0.42,78.34,bf8179ad
37.92752726695609,31.324999417384863,278.890042701272,-0.45302760059161384,5.244127067108019,23.467126242877484,1.0,241.5602331294069,241.5602331294069,PINN,B0006,44,0.41,86.52,bf8179ad
55.1235088921513,46.21251582054347,170.16836764771085,-0.2919680682775396,5.496284401503738,31.97876812377379,1.0,304.9389529464389,304.9389529464389,PINN,B0007,42,0.41,90.69,bf8179ad
55.836358769675954,46.05816160840015,147.7289768675363,-0.32559924628393966,5.435070006147581,31.653132047011457,1.0,264.1469352430243,264.1469352430243,PINN,B0007,43,0.42,83.93,bf8179ad
56.26468725998697,46.73879431764542,161.94082734008788,-0.3460149661471028,5.415390624668837,31.712624454282107,1.0,244.13891211541284,244.13891211541284,PINN,B0007,44,0.42,97.07,bf8179ad
37.86523722711152,31.300946600473967,288.4398565893687,-0.8287961610528469,5.376439822675923,25.294613207771786,1.0,293.05196932062097,293.05196932062097,PINN,B0018,42,0.41,82.43,bf8179ad
36.458750943689196,29.494329745840137,279.32997173421086,-0.6954598474157625,5.259580922484902,23.13926958641113,1.0,253.33437254555025,253.33437254555025,PINN,B0018,43,0.41,84.0,bf8179ad
37.37011960108078,30.637940864771767,287.8362270888406,-0.7812829579069922,5.214254404227368,23.032458675270117,1.0,225.48193943728023,225.48193943728023,PINN,B0018,44,0.42,97.6,bf8179ad
21.305639377394005,17.688657623291014,117.57846156097176,0.6513592401846682,4.485975970886225,12.482655262153191,1.0,111.90109252929688,111.9010842590332,BayesianNN,B0005,42,0.29,117.75,983dfdf5
15.491641427417969,11.327179044008256,26.847852234652464,0.8156751504487768,4.374020070609752,9.592111616747298,1.0,112.77368927001953,112.77368930053711,BayesianNN,B0005,43,0.43,107.96,983dfdf5
32.357011891455315,27.266437469482423,145.36340946323944,0.19587079988956924,4.787446296235386,17.763405992432887,0.984,132.05508422851562,133.99642712402343,BayesianNN,B0005,44,0.4,84.99,983dfdf5
52.60036562051423,42.7568388772667,145.8332347427202,-1.7947459226381572,5.196124708013421,28.86843694502851,0.908256880733945,144.0419158935547,174.1448055582309,BayesianNN,B0006,42,0.4,93.39,983dfdf5
19.157249102821755,14.563851733273323,65.20887826466728,0.6292927341539748,4.536772701756279,11.739285489469216,1.0,133.3871612548828,133.38716163985225,BayesianNN,B0006,43,0.43,108.58,983dfdf5
43.35728648246725,36.49210371664905,183.97770559879118,-0.8988427183057959,5.025223779062232,23.44632427268489,1.0,159.76617431640625,159.76619349488425,BayesianNN,B0006,44,0.48,105.33,983dfdf5
76.47361106567665,68.13099704647348,171.24774405410983,-1.4865733009634896,6.058547663044062,46.972623642911785,0.6964285714285714,186.76809692382812,277.1667307899112,BayesianNN,B0007,42,0.24,99.59,983dfdf5
57.70944625809557,45.14409210896563,71.1408635347639,-0.4160281419052634,5.487019223463302,32.11974005491182,0.9226190476190477,193.9268341064453,224.3582775933402,BayesianNN,B0007,43,0.36,100.83,983dfdf5
66.26702840441615,48.46408386989718,102.40374463318436,-0.8671235744825272,5.568521410119559,33.54460709723661,0.7797619047619048,173.3409423828125,248.67571267627534,BayesianNN,B0007,44,0.28,103.88,983dfdf5
36.785364503363475,27.084082020926722,143.28605939794576,-0.7259732674047363,5.052766191100592,20.694091006400207,1.0,216.64306640625,216.64304737209045,BayesianNN,B0018,42,0.46,93.25,983dfdf5
30.001957990895324,25.307751390122874,140.79184063674325,-0.14810903480541815,4.917956826992962,18.00711644368463,1.0,192.97396850585938,192.97397912408888,BayesianNN,B0018,43,0.46,101.82,983dfdf5
29.346207575170343,22.371332787975824,159.25069458275013,-0.0984692589859506,4.851278265212228,16.338641226016346,1.0,181.57315063476562,181.57314701670225,BayesianNN,B0018,44,0.27,98.72,983dfdf5
