protocol,cell_id,seed,corruption,model,rmse,violation_rate,violation_count
logo,CS2_33,456,bias_drift,lstm,0.27927233642936516,0.0,0
logo,CS2_34,456,bias_drift,pinn,0.18478265845258285,0.0,0
logo,CS2_34,456,bias_drift,lstm,0.17929419609678873,0.0,0
logo,CS2_35,456,bias_drift,pinn,0.24121739990754135,0.0,0
logo,CS2_35,456,bias_drift,lstm,0.1998084619301834,0.0,0
logo,CS2_36,456,bias_drift,pinn,0.26157644121102097,0.0,0
logo,CS2_36,456,bias_drift,lstm,0.24968593340333856,0.0,0
logo,CS2_37,456,bias_drift,pinn,0.2351600475090814,0.0,0
logo,CS2_37,456,bias_drift,lstm,0.22029500363437157,0.0,0
logo,CS2_38,456,bias_drift,pinn,0.21254309054173176,0.0,0
logo,CS2_38,456,bias_drift,lstm,0.20638472102373873,0.0,0
logo,CS2_33,789,bias_drift,pinn,0.40895448064271184,0.0,0
logo,CS2_33,789,bias_drift,lstm,0.28017352569409154,0.0,0
logo,CS2_34,789,bias_drift,pinn,0.18692545040005407,0.0,0
logo,CS2_34,789,bias_drift,lstm,0.17967690876014603,0.0,0
logo,CS2_35,789,bias_drift,pinn,0.22152584634944292,0.0,0
logo,CS2_35,789,bias_drift,lstm,0.19921831844253682,0.0,0
logo,CS2_36,789,bias_drift,pinn,0.25912993061241857,0.0,0
logo,CS2_36,789,bias_drift,lstm,0.24975645275138852,0.0,0
logo,CS2_37,789,bias_drift,pinn,0.25611184619281896,0.0,0
logo,CS2_37,789,bias_drift,lstm,0.21953671102446343,0.0,0
logo,CS2_38,789,bias_drift,pinn,0.23004036012593695,0.0,0
logo,CS2_38,789,bias_drift,lstm,0.20666923692808295,0.0,0
logo,CS2_33,1024,bias_drift,pinn,0.3581176590114973,0.0,0
logo,CS2_33,1024,bias_drift,lstm,0.2798237343943017,0.0,0
logo,CS2_34,1024,bias_drift,pinn,0.18690184905354806,0.0,0
logo,CS2_34,1024,bias_drift,lstm,0.17970572667682466,0.0,0
logo,CS2_35,1024,bias_drift,pinn,0.2920011270918428,0.0,0
logo,CS2_35,1024,bias_drift,lstm,0.1989291115196931,0.0,0
logo,CS2_36,1024,bias_drift,pinn,0.2621670978611244,0.0,0
logo,CS2_36,1024,bias_drift,lstm,0.2496747996259812,0.0,0
logo,CS2_37,1024,bias_drift,pinn,0.23912968617051392,0.0,0
logo,CS2_37,1024,bias_drift,lstm,0.21944069637744243,0.0,0
logo,CS2_38,1024,bias_drift,pinn,0.22666203124706108,0.0,0
logo,CS2_38,1024,bias_drift,lstm,0.20730448299243223,0.0,0
logo,CS2_33,42,impulse_spikes,pinn,0.36659552157189323,0.0,0
logo,CS2_33,42,impulse_spikes,lstm,0.27983361689759256,0.0,0
logo,CS2_34,42,impulse_spikes,pinn,0.1892272403330559,0.0,0
logo,CS2_34,42,impulse_spikes,lstm,0.1788985656367008,0.0,0
logo,CS2_35,42,impulse_spikes,pinn,0.22677983164321686,0.0,0
logo,CS2_35,42,impulse_spikes,lstm,0.20001538299596347,0.0,0
logo,CS2_36,42,impulse_spikes,pinn,0.26227244245839526,0.0,0
