protocol,cell_id,seed,corruption,model,rmse,violation_rate,violation_count
logo,CS2_36,42,impulse_spikes,lstm,0.25002387609688675,0.0,0
logo,CS2_37,42,impulse_spikes,pinn,0.2483343725017331,0.0,0
logo,CS2_37,42,impulse_spikes,lstm,0.21932365930014341,0.0,0
logo,CS2_38,42,impulse_spikes,pinn,0.21952217085923467,0.0,0
logo,CS2_38,42,impulse_spikes,lstm,0.20619011632934656,0.0,0
logo,CS2_33,123,impulse_spikes,pinn,0.3778990946011433,0.0,0
logo,CS2_33,123,impulse_spikes,lstm,0.2794499209044093,0.0,0
logo,CS2_34,123,impulse_spikes,pinn,0.18927048470279703,0.0,0
logo,CS2_34,123,impulse_spikes,lstm,0.17929605693633247,0.0,0
logo,CS2_35,123,impulse_spikes,pinn,0.2260737175553854,0.0,0
logo,CS2_35,123,impulse_spikes,lstm,0.198887309996782,0.0,0
logo,CS2_36,123,impulse_spikes,pinn,0.26061363811421245,0.0,0
logo,CS2_36,123,impulse_spikes,lstm,0.2508244303451163,0.0,0
logo,CS2_37,123,impulse_spikes,pinn,0.24046012589135415,0.0,0
logo,CS2_37,123,impulse_spikes,lstm,0.21929593112663548,0.0,0
logo,CS2_38,123,impulse_spikes,pinn,0.22964495907833204,0.0,0
logo,CS2_38,123,impulse_spikes,lstm,0.20691832864978962,0.0,0
logo,CS2_33,456,impulse_spikes,pinn,0.34563170981872665,0.0,0
logo,CS2_33,456,impulse_spikes,lstm,0.2789294609070675,0.0,0
logo,CS2_34,456,impulse_spikes,pinn,0.189328106508718,0.0,0
logo,CS2_34,456,impulse_spikes,lstm,0.17954967661333002,0.0,0
logo,CS2_35,456,impulse_spikes,pinn,0.21953741568541252,0.0,0
logo,CS2_35,456,impulse_spikes,lstm,0.19920452567630892,0.0,0
logo,CS2_36,456,impulse_spikes,pinn,0.25987884273164,0.0,0
logo,CS2_36,456,impulse_spikes,lstm,0.25062170491252006,0.0,0
logo,CS2_37,456,impulse_spikes,pinn,0.2362344894801895,0.0,0
logo,CS2_37,456,impulse_spikes,lstm,0.21937697864885372,0.0,0
logo,CS2_38,456,impulse_spikes,pinn,0.22305828096518718,0.0,0
logo,CS2_38,456,impulse_spikes,lstm,0.2080429054568312,0.0,0
logo,CS2_33,789,impulse_spikes,pinn,0.33324740166233446,0.0,0
logo,CS2_33,789,impulse_spikes,lstm,0.2795848677568105,0.0,0
logo,CS2_34,789,impulse_spikes,pinn,0.1905145149608674,0.0,0
logo,CS2_34,789,impulse_spikes,lstm,0.17936318265782822,0.0,0
logo,CS2_35,789,impulse_spikes,pinn,0.22315652953484402,0.0,0
logo,CS2_35,789,impulse_spikes,lstm,0.19956149472529877,0.0,0
logo,CS2_36,789,impulse_spikes,pinn,0.25928680707943236,0.0,0
logo,CS2_36,789,impulse_spikes,lstm,0.2504161582624971,0.0,0
logo,CS2_37,789,impulse_spikes,pinn,0.23726145576769894,0.0,0
logo,CS2_37,789,impulse_spikes,lstm,0.2192659460324478,0.0,0
logo,CS2_38,789,impulse_spikes,pinn,0.2235695964041488,0.0,0
logo,CS2_38,789,impulse_spikes,lstm,0.20654917034483053,0.0,0
logo,CS2_33,1024,impulse_spikes,pinn,0.37332142370155275,0.0,0
logo,CS2_33,1024,impulse_spikes,lstm,0.2802351015446337,0.0,0
logo,CS2_34,1024,impulse_spikes,pinn,0.1895945551946044,0.0,0
logo,CS2_34,1024,impulse_spikes,lstm,0.17929971488041005,0.0,0
logo,CS2_35,1024,impulse_spikes,pinn,0.2364425661588604,0.0,0
logo,CS2_35,1024,impulse_spikes,lstm,0.19873060114805888,0.0,0
logo,CS2_36,1024,impulse_spikes,pinn,0.261048575458683,0.0,0
logo,CS2_36,1024,impulse_spikes,lstm,0.25037563851478345,0.0,0
logo,CS2_37,1024,impulse_spikes,pinn,0.2380305564311073,0.0,0
logo,CS2_37,1024,impulse_spikes,lstm,0.21998761189935045,0.0,0
logo,CS2_38,1024,impulse_spikes,pinn,0.22025902369945527,0.0,0
logo,CS2_38,1024,impulse_spikes,lstm,0.2072587803454544,0.0,0
logo,CS2_33,42,missing_segments,pinn,0.35763682290024584,0.0,0
logo,CS2_33,42,missing_segments,lstm,0.2792748100103115,0.0,0
logo,CS2_34,42,missing_segments,pinn,0.18850331734151218,0.0,0
logo,CS2_34,42,missing_segments,lstm,0.17955848302118504,0.0,0
logo,CS2_35,42,missing_segments,pinn,0.22954962478530272,0.0,0
logo,CS2_35,42,missing_segments,lstm,0.19941283711101937,0.0,0
logo,CS2_36,42,missing_segments,pinn,0.26073386305943763,0.0,0
logo,CS2_36,42,missing_segments,lstm,0.25106244557284796,0.0,0
logo,CS2_37,42,missing_segments,pinn,0.2485068132977169,0.0,0
logo,CS2_37,42,missing_segments,lstm,0.22030070378337396,0.0,0
logo,CS2_38,42,missing_segments,pinn,0.2297152310136758,0.0,0
logo,CS2_38,42,missing_segments,lstm,0.20783733965359752,0.0,0
logo,CS2_33,123,missing_segments,pinn,0.37400366446762484,0.0,0
logo,CS2_33,123,missing_segments,lstm,0.27943107455339083,0.0,0
logo,CS2_34,123,missing_segments,pinn,0.18873904287809481,0.0,0
logo,CS2_34,123,missing_segments,lstm,0.17904638998213254,0.0,0
logo,CS2_35,123,missing_segments,pinn,0.2514570042931511,0.0,0
logo,CS2_35,123,missing_segments,lstm,0.1992672650930741,0.0,0
logo,CS2_36,123,missing_segments,pinn,0.2620303352251787,0.0,0
logo,CS2_36,123,missing_segments,lstm,0.2502703605703989,0.0,0
logo,CS2_37,123,missing_segments,pinn,0.23578623509347055,0.0,0
logo,CS2_37,123,missing_segments,lstm,0.21926770630318806,0.0,0
logo,CS2_38,123,missing_segments,pinn,0.2337064210196113,0.0,0
logo,CS2_38,123,missing_segments,lstm,0.20678438741638336,0.0,0
logo,CS2_33,456,missing_segments,pinn,0.37506786262982655,0.0,0
logo,CS2_33,456,missing_segments,lstm,0.27994211721767703,0.0,0
logo,CS2_34,456,missing_segments,pinn,0.18795250285038836,0.0,0
logo,CS2_34,456,missing_segments,lstm,0.1797545056046435,0.0,0
logo,CS2_35,456,missing_segments,pinn,0.23562405180041096,0.0,0
logo,CS2_35,456,missing_segments,lstm,0.19975112509378526,0.0,0
logo,CS2_36,456,missing_segments,pinn,0.26173328305724936,0.0,0
logo,CS2_36,456,missing_segments,lstm,0.24994385059682678,0.0,0
logo,CS2_37,456,missing_segments,pinn,0.24414310794044056,0.0,0
logo,CS2_37,456,missing_segments,lstm,0.2194833927841603,0.0,0
logo,CS2_38,456,missing_segments,pinn,0.2102721343041294,0.0,0
logo,CS2_38,456,missing_segments,lstm,0.2067404663744837,0.0,0
logo,CS2_33,789,missing_segments,pinn,0.33640264098391437,0.0,0
logo,CS2_33,789,missing_segments,lstm,0.280337440775371,0.0,0
logo,CS2_34,789,missing_segments,pinn,0.19071620059633854,0.0,0
logo,CS2_34,789,missing_segments,lstm,0.17877433188135763,0.0,0
logo,CS2_35,789,missing_segments,pinn,0.23150922177873942,0.0,0
logo,CS2_35,789,missing_segments,lstm,0.19959944490307066,0.0,0
logo,CS2_36,789,missing_segments,pinn,0.2606884112441768,0.0,0
logo,CS2_36,789,missing_segments,lstm,0.24973243368429673,0.0,0
logo,CS2_37,789,missing_segments,pinn,0.23241164032772313,0.0,0
logo,CS2_37,789,missing_segments,lstm,0.22036578085806954,0.0,0
logo,CS2_38,789,missing_segments,pinn,0.22213212224350012,0.0,0
logo,CS2_38,789,missing_segments,lstm,0.2065272941254993,0.0,0
logo,CS2_33,1024,missing_segments,pinn,0.35958874758703463,0.0,0
logo,CS2_33,1024,missing_segments,lstm,0.27912142561564096,0.0,0
logo,CS2_34,1024,missing_segments,pinn,0.18699433129616239,0.0,0
logo,CS2_34,1024,missing_segments,lstm,0.18040190600166345,0.0,0
logo,CS2_35,1024,missing_segments,pinn,0.22909620050136748,0.0,0
logo,CS2_35,1024,missing_segments,lstm,0.198911393714499,0.0,0
logo,CS2_36,1024,missing_segments,pinn,0.25812733605490684,0.0,0
logo,CS2_36,1024,missing_segments,lstm,0.24998770028362083,0.0,0
logo,CS2_37,1024,missing_segments,pinn,0.24758763044881116,0.0,0
logo,CS2_37,1024,missing_segments,lstm,0.21952040837160366,0.0,0
logo,CS2_38,1024,missing_segments,pinn,0.22842274938689747,0.0,0
logo,CS2_38,1024,missing_segments,lstm,0.20611740440928733,0.0,0
