cluster,bayes_income_slope_std_income,global_mean,global_sigma
0,0.9803433133794376,0.976274525446647,0.016512264020188964
1,0.971837010914194,0.976274525446647,0.016512264020188964
2,0.9778325261176285,0.976274525446647,0.016512264020188964
3,0.9776584634027153,0.976274525446647,0.016512264020188964
4,0.971857122347779,0.976274525446647,0.016512264020188964
5,0.9794951712392097,0.976274525446647,0.016512264020188964
6,0.9788852888277031,0.976274525446647,0.016512264020188964
7,0.9726998315814444,0.976274525446647,0.016512264020188964
