cluster,bayes_income_slope_std_price_std_income,global_mean,global_sigma
0,0.8567366654541141,0.8530390298293576,0.014902604561479281
1,0.8489168678799034,0.8530390298293576,0.014902604561479281
2,0.854213061458989,0.8530390298293576,0.014902604561479281
3,0.8541384320672163,0.8530390298293576,0.014902604561479281
4,0.8488922226596752,0.8530390298293576,0.014902604561479281
5,0.8559860617814519,0.8530390298293576,0.014902604561479281
6,0.8552243859111195,0.8530390298293576,0.014902604561479281
7,0.849981728376942,0.8530390298293576,0.014902604561479281
