feature,ridge_slope,abs_coef,cluster,bayes_slope,shrinkage,toward_global
num__income_cluster_0,0.1398045359040161,0.1398045359040161,0,0.8458257135500582,0.7060211776460421,0.7321198678482683
num__income_cluster_1,0.0914346637953397,0.0914346637953397,1,0.8403835013042423,0.7489488375089026,0.7266776556024525
num__income_cluster_2,0.1273157861603396,0.1273157861603396,2,0.8439866357612674,0.7166708496009279,0.7302807900594775
num__income_cluster_3,0.125474983149605,0.125474983149605,3,0.8441881296551258,0.7187131465055208,0.7304822839533359
num__income_cluster_4,0.0895354570111851,0.0895354570111851,4,0.8411269802311244,0.7515915232199393,0.7274211345293345
num__income_cluster_5,0.1350547954840553,0.1350547954840553,5,0.8455036085434444,0.7104488130593891,0.7317977628416545
num__income_cluster_6,0.1078785020773341,0.1078785020773341,6,0.8446577115810419,0.7367792095037078,0.730951865879252
num__income_cluster_7,0.0931480420324444,0.0931480420324444,7,0.8415230263760498,0.7483749843436054,0.7278171806742599
