median_income,predicted_price_nonlinear
9.354528860264033,4.399307001768295
9.425825330924571,4.399307001768295
9.497121801585113,4.399307001768295
9.568418272245655,4.913746730458139
9.639714742906193,4.913746730458139
9.711011213566735,4.913746730458139
9.782307684227277,4.913746730458139
9.853604154887815,4.913746730458139
9.924900625548357,4.913746730458139
9.996197096208899,4.913746730458139
10.067493566869437,4.913746730458139
10.13879003752998,4.913746730458139
10.210086508190518,4.913746730458139
10.28138297885106,4.913746730458139
10.352679449511601,4.913746730458139
10.42397592017214,4.913746730458139
10.495272390832682,4.913746730458139
10.566568861493224,4.913746730458139
10.637865332153762,4.913746730458139
10.709161802814304,4.913746730458139
10.780458273474846,4.913746730458139
10.851754744135384,4.913746730458139
10.923051214795926,4.913746730458139
10.994347685456468,4.913746730458139
11.065644156117006,4.913746730458139
11.136940626777548,4.913746730458139
11.208237097438086,4.913746730458139
11.279533568098628,4.913746730458139
11.35083003875917,4.913746730458139
11.422126509419709,4.913746730458139
11.49342298008025,4.913746730458139
11.564719450740792,4.913746730458139
11.63601592140133,4.913746730458139
11.707312392061873,4.913746730458139
11.778608862722415,4.913746730458139
11.849905333382953,4.913746730458139
11.921201804043495,4.913746730458139
11.992498274704037,4.913746730458139
12.063794745364575,4.913746730458139
12.135091216025117,4.913746730458139
12.206387686685659,4.913746730458139
12.277684157346197,4.913746730458139
12.34898062800674,4.913746730458139
12.420277098667277,4.913746730458139
12.49157356932782,4.913746730458139
12.562870039988361,4.913746730458139
12.6341665106489,4.913746730458139
12.705462981309442,4.913746730458139
